AuthorID,Author,Date,Content,Attachments,Reactions
"194289793905983489","zackscriven","2021-04-28T09:28:21.3200000+08:00","Im clocking out for today! 🤣","",""
"820097580665929808","pvmagacho","2021-04-28T09:28:52.2370000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T09:28:52.6730000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T09:29:02.9720000+08:00","!richest","",""
"817835202746253344","IIoT#4707","2021-04-28T09:29:03.3790000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T09:29:32.5320000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T09:29:33.0550000+08:00","","",""
"820097580665929808","pvmagacho","2021-04-28T10:29:08.9210000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T10:29:09.1650000+08:00","","",""
"744671252605829181","jeff.rankinen","2021-04-28T11:49:05.2230000+08:00","! rps","",""
"744671252605829181","jeff.rankinen","2021-04-28T11:49:23.5870000+08:00","!rps","",""
"817835202746253344","IIoT#4707","2021-04-28T11:49:23.9350000+08:00","","",""
"744671252605829181","jeff.rankinen","2021-04-28T11:50:25.3300000+08:00","!daily","",""
"817835202746253344","IIoT#4707","2021-04-28T11:50:25.8740000+08:00","","",""
"751358800237297695","geovandy","2021-04-28T11:53:41.5920000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T11:53:41.8780000+08:00","","",""
"751358800237297695","geovandy","2021-04-28T11:53:58.2140000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T11:53:58.6270000+08:00","","",""
"751492163233382430","andyott33","2021-04-28T11:58:08.6930000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T11:58:09.1280000+08:00","","",""
"751492163233382430","andyott33","2021-04-28T12:00:07.3250000+08:00","!rps 50 scissors","",""
"817835202746253344","IIoT#4707","2021-04-28T12:00:07.6840000+08:00",":person_tipping_hand: 1, 2, 3...","",""
"817835202746253344","IIoT#4707","2021-04-28T12:00:12.0870000+08:00",":person_tipping_hand: andrewo plays :scissors:, their opponent plays :scissors:","",""
"817835202746253344","IIoT#4707","2021-04-28T12:00:14.4680000+08:00",":person_tipping_hand: andrewo, it's a draw. You get back your bet","",""
"751492163233382430","andyott33","2021-04-28T12:00:33.8860000+08:00","!rps 50 scissors","",""
"817835202746253344","IIoT#4707","2021-04-28T12:00:34.5380000+08:00","🚫 **andrewo**, you need to wait 1 hour to use that command again.","",""
